Doc_ID,Doc_TitleDescription,Doc_NameID [NameAuthority::OfficialCombined] ,[NameAuthority::OfficialCombined] Reference,Doc_Photographer,Doc_Date,Doc_BeginDateFilter,Doc_EndDateFilter,Doc_Type,Doc_Source,Doc_Note,Doc_ObjectID [Object::Object_KressCatalogNumber...Object_Title…Object_ArtistNameID [NameAuthority::OfficialCombined]...Object_InstitutionNameID [NameAuthority::OfficialCombined]],Object_KressCatalogNumber reference,Object_Title Reference,Object_ArtistOfficalCombined Reference,Object_InstitutionOfficialCombined reference,Doc_DocumentFilename,Doc_RelatedObjectID,,
DOC04442,"K1706 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Peter A. Juley & Son,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2971,K1706,Mercury Putting Argus to Sleep,Pier Francesco Mola,"Allen Memorial Art Museum, Oberlin College",52A2_K1706_04_04442.pdf,2971,,
DOC04443,"K1706 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2971,K1706,Mercury Putting Argus to Sleep,Pier Francesco Mola,"Allen Memorial Art Museum, Oberlin College",52A2_K1706_05_04443.pdf,2971,,
DOC04444,"K0596 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3589,K0596,Portrait of a Lady,"Pontormo (Jacopo Carucci), Follower of",Staten Island Institute of Arts and Sciences,52A2_K0596_01_04444.pdf,3589,,
DOC04445,"K0596 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3589,K0596,Portrait of a Lady,"Pontormo (Jacopo Carucci), Follower of",Staten Island Institute of Arts and Sciences,52A2_K0596_02_04445.pdf,3589,,
DOC04446,"K0596 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3589,K0596,Portrait of a Lady,"Pontormo (Jacopo Carucci), Follower of",Staten Island Institute of Arts and Sciences,52A2_K0596_02_04446.pdf,3589,,
DOC04447,"K0596 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3589,K0596,Portrait of a Lady,"Pontormo (Jacopo Carucci), Follower of",Staten Island Institute of Arts and Sciences,52A2_K0596_03_04447.pdf,3589,,
DOC04448,"K0596 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3589,K0596,Portrait of a Lady,"Pontormo (Jacopo Carucci), Follower of",Staten Island Institute of Arts and Sciences,52A2_K0596_04_04448.pdf,3589,,
DOC04449,"K0596 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3589,K0596,Portrait of a Lady,"Pontormo (Jacopo Carucci), Follower of",Staten Island Institute of Arts and Sciences,52A2_K0596_05_04449.pdf,3589,,
DOC04450,"K1138 - Expert opinion by Suida, 1938",NAM1066,Suida ,,1938,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_02_04450.pdf,2645,,
DOC04451,"K1138 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_02_04451.pdf,2645,,
DOC04452,"K1138 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_02_04452.pdf,2645,,
DOC04453,"K1138 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_02_04453.pdf,2645,,
DOC04454,"K1138 - Expert opinion by Fiocco, 1938",NAM0819,Fiocco ,,1938,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_02_04454.pdf,2645,,
DOC04455,"K1138 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_02_04455.pdf,2645,,
DOC04456,"K1138 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_03_04456.pdf,2645,,
DOC04457,"K1138 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_04_04457.pdf,2645,,
DOC04458,"K1138 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2645,K1138,St. Prosper,"Jacopo del Casentino (Jacopo Landini), Follower of",Staten Island Institute of Arts and Sciences,52A2_K1138_05_04458.pdf,2645,,
DOC04459,"K1142 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_02_04459.pdf,2650,,
DOC04460,"K1142 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_02_04460.pdf,2650,,
DOC04461,"K1142 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_02_04461.pdf,2650,,
DOC04462,"K1142 - Expert opinion by Suida, 1938",NAM1066,Suida ,,1938,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_02_04462.pdf,2650,,
DOC04463,"K1142 - Expert opinion by Fiocco, circa 1930s-1940s",NAM0819,Fiocco ,,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_02_04463.pdf,2650,,
DOC04464,"K1142 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_02_04464.pdf,2650,,
DOC04465,"K1142 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_03_04465.pdf,2650,,
DOC04466,"K1142 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_04_04466.pdf,2650,,
DOC04467,"K1142 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2650,K1142,Madonna Adoring the Child,"Giovanni di Paolo, Follower of",Staten Island Institute of Arts and Sciences,52A2_K1142_05_04467.pdf,2650,,
DOC04468,"K1236 - Expert opinion by Suida, 1937",NAM1066,Suida ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_02_04468.pdf,2753,,
DOC04469,"K1236 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,Murray Keyes,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_02_04469.pdf,2753,,
DOC04470,"K1236 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_02_04470.pdf,2753,,
DOC04471,"K1236 - Expert opinion by Fiocco, 1937",NAM0819,Fiocco ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_02_04471.pdf,2753,,
DOC04472,"K1236 - Expert opinion by Longhi, 1937",NAM0915,Longhi ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_02_04472.pdf,2753,,
DOC04473,"K1236 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_02_04473.pdf,2753,,
DOC04474,"K1236 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_03_04474.pdf,2753,,
DOC04475,"K1236 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_04_04475.pdf,2753,,
DOC04476,"K1236 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2753,K1236,The Archangel Raphael with Tobias,"Michele Tosini, called Michele di Ridolfo",Staten Island Institute of Arts and Sciences,52A2_K1236_05_04476.pdf,2753,,
DOC04477,"K1788 - Expert opinion by Longhi, 1950",NAM0915,Longhi ,,1950,1950,1954,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3058,K1788,The Crucifixion,"Italian School, probably Paduan Master",Staten Island Institute of Arts and Sciences,52A2_K1788_02_04477.pdf,3058,,
DOC04478,"K1788 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3058,K1788,The Crucifixion,"Italian School, probably Paduan Master",Staten Island Institute of Arts and Sciences,52A2_K1788_04_04478.pdf,3058,,
DOC04479,"K1788 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3058,K1788,The Crucifixion,"Italian School, probably Paduan Master",Staten Island Institute of Arts and Sciences,52A2_K1788_05_04479.pdf,3058,,
DOC04480,"KM109 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3630,KM109,Madonna and Child,Workshop of the della Robbia,University of Arizona Museum of Art,52A2_KM109_04_04480.pdf,3630,,
DOC04481,"KM109 - Photograph, circa 1930s-1960s",,,Murray Keyes,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3630,KM109,Madonna and Child,Workshop of the della Robbia,University of Arizona Museum of Art,52A2_KM109_05_04481.pdf,3630,,
DOC04482,"K0123 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_02_04482.pdf,2747,,
DOC04483,"K0123 - Expert opinion by Suida, 1936",NAM1066,Suida ,Murray Keyes,1936,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_02_04483.pdf,2747,,
DOC04484,"K0123 - Expert opinion by Fiocco et al., circa 1930s-1940s",NAM0819; NAM0992; NAM1106 ,Fiocco; Perkins; A. Venturi; ,,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_02_04484.pdf,2747,,
DOC04485,"K0123 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_02_04485.pdf,2747,,
DOC04486,"K0123 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_02_04486.pdf,2747,,
DOC04487,"K0123 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_03_04487.pdf,2747,,
DOC04488,"K0123 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_04_04488.pdf,2747,,
DOC04489,"K0123 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2747,K0123,Madonna and Child,"Michele Giambono, Follower of",University of Arizona Museum of Art,52A2_K0123_05_04489.pdf,2747,,
DOC04490,"K0440 - Expert opinion by A. Venturi, 1936",NAM1106,A. Venturi ,Murray Keyes,1936,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_02_04490.pdf,3498,,
DOC04491,"K0440 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_02_04491.pdf,3498,,
DOC04492,"K0440 - Expert opinion by Suida, 1936",NAM1066,Suida ,,1936,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_02_04492.pdf,3498,,
DOC04493,"K0440 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_02_04493.pdf,3498,,
DOC04494,"K0440 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_02_04494.pdf,3498,,
DOC04495,"K0440 - Expert opinion by Fiocco, circa 1930s-1940s",NAM0819,Fiocco ,,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_02_04495.pdf,3498,,
DOC04496,"K0440 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_03_04496.pdf,3498,,
DOC04497,"K0440 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_04_04497.pdf,3498,,
DOC04498,"K0440 - Photograph, circa 1930s-1960s",,,Murray Keyes,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3498,K0440,Madonna and Child with Angels,"Giovanni di Paolo, Studio of",University of Arizona Museum of Art,52A2_K0440_05_04498.pdf,3498,,
DOC04499,"K1155 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,Murray Keyes,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_02_04499.pdf,2665; 2666,,
DOC04500,"K1155 - Expert opinion by Suida, 1939",NAM1066,Suida ,Murray Keyes,1939,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_02_04500.pdf,2665; 2666,,
DOC04501,"K1155 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,Murray Keyes,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_02_04501.pdf,2665; 2666,,
DOC04502,"K1155 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_02_04502.pdf,2665; 2666,,
DOC04503,"K1155 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_02_04503.pdf,2665; 2666,,
DOC04504,"K1155 - Expert opinion by Fiocco, 1940",NAM0819,Fiocco ,,1940,1940,1944,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_02_04504.pdf,2665; 2666,,
DOC04505,"K1155 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_03_04505.pdf,2665; 2666,,
DOC04506,"K1155 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_04_04506.pdf,2665; 2666,,
DOC04507,"K1155 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1156,2665,K1155,St. Dominic,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1155_05_04507.pdf,2665; 2666,,
DOC04508,"K1156 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K1155,2666,K1156,St. Thomas Aquinas,"Sano di Pietro (Ansano di Pietro di Mencio), Follower of",University of Arizona Museum of Art,52A2_K1156_04_04508.pdf,2666; 2665,,
DOC04509,"K1164 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2678,K1164,Two Olivetan Monks,Francesco Morone,University of Arizona Museum of Art,52A2_K1164_02_04509.pdf,2678,,
DOC04510,"K1164 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2678,K1164,Two Olivetan Monks,Francesco Morone,University of Arizona Museum of Art,52A2_K1164_03_04510.pdf,2678,,
DOC04511,"K1164 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2678,K1164,Two Olivetan Monks,Francesco Morone,University of Arizona Museum of Art,52A2_K1164_04_04511.pdf,2678,,
DOC04512,"K1164 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2678,K1164,Two Olivetan Monks,Francesco Morone,University of Arizona Museum of Art,52A2_K1164_05_04512.pdf,2678,,
DOC04513,"K1404 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2825,K1404,The Visitation,Giuseppe Maria Crespi,University of Arizona Museum of Art,52A2_K1404_01_04513.pdf,2825,,
DOC04514,"K1404 - Expert opinion by Fiocco, 1934",NAM0819,Fiocco ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2825,K1404,The Visitation,Giuseppe Maria Crespi,University of Arizona Museum of Art,52A2_K1404_02_04514.pdf,2825,,
