Acquisitions: Table 1

Acquisition_ID,Acquisition_TitleDescription,Acquisition_SellerNameID [NameAuthority::OfficialCombined],[NameAuthority::OfficialCombined] Seller Reference,Acquisition_Date,Acquisition_YearDateFilter,Acquisition_BeginDateFilter,Acquisition_EndDateFilter,Acquisition_Location,Acquisition_LocationFilter,Acquisition ObjectCount,Acquisition_PriceUSD,Acquisition_FinalPayDate,Acquisition_Source,Acquisition_Note,Acquisition_InternalNote,Acquisition_DocumentFilename,Acquisition_RelatedAcqObjJoinID,,,,,
ACQ199,"Contini Bonacossi, Alessandro, June 1, 1936 [2]",NAM0267,Contini Bonacossi,06/01/1936,1936,1935,1939,"Florence, Italy","Florence, Italy",39,"$374,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Kress Foundation.three versions with several annotations in pencil.,52C1_132862_19360601_02.pdf,PJN01200;PJN01201;PJN01202;PJN01203;PJN01204;PJN01205;PJN01206;PJN01207;PJN01208;PJN01209;PJN01210;PJN01211;PJN01212;PJN01213;PJN01214;PJN01215;PJN01216;PJN01217;PJN01218;PJN01220;PJN01221;PJN01222;PJN01223;PJN01224;PJN01225;PJN01226;PJN01227;PJN01228;PJN01229;PJN01230;PJN01231;PJN01232;PJN01233;PJN01234;PJN01235;PJN01236;PJN01237;PJN01238;PJN02385,,,,,
ACQ200,"Contini Bonacossi, Alessandro, August 1, 1936 ",NAM0267,Contini Bonacossi,08/01/1936,1936,1935,1939,"Florence, Italy","Florence, Italy",8,"$20,000.00",08/01/1936,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"invoiced to the Kress Foundation. tow versions. annoations in pencil. info regarding provenance, exhibitions.",52C1_132862_19360801.pdf,PJN01239;PJN01240;PJN01241;PJN01242;PJN01243;PJN01244;PJN01245;PJN01246,,,,,
ACQ201,"Contini Bonacossi, Alessandro, October 18, 1936 [1]",NAM0267,Contini Bonacossi,10/18/1936,1936,1935,1939,"London, England","London, England",14,"$135,000.00",10/18/1936,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"invoiced to Samuel Kress, not the Foundation. three are three versions of this invoice. similar case to puch id 202. first invoice dated 17 October 1936. The other two versions are dated 18 October 1936 and present more detailed information regarding the paintings. ",52C1_132862_19361018_01.pdf,PJN01247;PJN01248;PJN01249;PJN01250;PJN01251;PJN01252;PJN01253;PJN01254;PJN01255;PJN01256;PJN01257;PJN01258;PJN01259;PJN01273,,,,,
ACQ202,"Contini Bonacossi, Alessandro, October 18, 1936 [2]",NAM0267,Contini Bonacossi,10/18/1936,1936,1935,1939,"London, England","London, England",13,"$115,000.00",10/18/1936,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"invoiced to the Kress Foundation. there are for versions of this bill. while the objects are the same, the dates are different as well as the infomartion annotated in pencil in two of the versions. All these versions seem to document the different stages of the transaction for this lot that took place in two days: the first invoice dated 17 October 1936. the invoice shows the total price and details of delivery methods (in new York, free of charge) and concluded on 18 October 1936, date of the payment received. Indication of gifts also included.",52C1_132862_19361018_02.pdf,PJN01260;PJN01261;PJN01262;PJN01263;PJN01264;PJN01265;PJN01266;PJN01267;PJN01268;PJN01269;PJN01270;PJN01271;PJN01272,,,,,
ACQ203,"Contini Bonacossi, Alessandro, June 24, 1933 ",NAM0267,Contini Bonacossi,06/24/1933,1933,1930,1934,"New York, NY","New York, New York",3,"$15,000.00",06/24/1933,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Another painting is listed ( Bellini, Portrait of Solomon). Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. there are two different versions of this invoice. both consistently different in regards of prices and paymetns. the objects are the same. the bellini portrait is included in the bill and reported on the object portal. do not understand the purchase note.",52C1_132862_19330624.pdf,PJN01626;PJN02227;PJN02228,,,,,
ACQ204,"Contini Bonacossi, Alessandro, October 14, 1927 ",NAM0267,Contini Bonacossi,10/14/1927,1927,1925,1929,"60 via Nomentana, Rome, Italy","Rome, Italy",9,"$34,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is only Contini at this date. Anthony van dyck Head of a lady was returned and credited on 2 December 1934,52C1_132862_19271014.pdf,PJN01634;PJN01635;PJN02122;PJN02139;PJN02140;PJN02403;PJN02404;PJN02405,,,,,
ACQ205,"Contini Bonacossi, Alessandro, September 16, 1938 [2]",NAM0267,Contini Bonacossi,09/16/1938,1938,1935,1939,"Munich, Germany","Munich, Germany",28,"$150,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"invoiced to Kress.two versions, one with prices annotated in pencil.",52C1_132862_19380916_02.pdf,PJN01671;PJN01672;PJN01673;PJN01674;PJN01675;PJN01676;PJN01677;PJN01678;PJN01679;PJN01680;PJN01681;PJN01682;PJN01683;PJN01684;PJN01685;PJN01686;PJN01687;PJN01688;PJN01689;PJN01690;PJN01691;PJN01692;PJN01693;PJN01694;PJN01695;PJN01696;PJN01697;PJN01698,,,,,
ACQ206,"Contini Bonacossi, Alessandro, March 13, 1941 [2]",NAM0267,Contini Bonacossi,03/13/1941,1941,1940,1944,"Florence, Italy","Florence, Italy",6,"$20,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to Sam Kress. two versions . One with annotation in pencil.,52C1_132862_19410313_02.pdf,PJN01699;PJN01700;PJN01701;PJN01702;PJN01703;PJN02392,,,,,
ACQ207,"Contini Bonacossi, Alessandro, June 15, 1948 ",NAM0267,Contini Bonacossi,06/15/1948,1948,1945,1949,,,4,"$1,255,000.00",07/19/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Other date on invoice: 7/28/1948. Note: Four additional paintings from Count Contini (now at S.S.Pichetto)  $12,000 asked by Contini for the four objects, from which $7,000 was credited to Kress for two Zenade paintings purchased before WWII but never delivered.  - Source: memoranda of November 2, 1949this transaction is confusing. only  the four objects are listed on a document dated 6/15/1948. other document dated 6/7/48 lists 41 painitngs including these four.",52C1_132862_19480615.pdf,PJN01705;PJN01706;PJN01707;PJN01708,,,,,
ACQ208,"Acquavella Galleries, February 8, 1952 ",NAM0002,Acquavella Galleries,02/08/1952,1952,1950,1954,"119 East 57th Street, New York, NY","New York, New York",1,"$50,000.00",02/11/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,BOS from SHKF Archives ,52C1_132841_19520208.pdf,PJN01717,,,,,
ACQ209,"Aram Gallery, March 3, 1948 ",NAM0053,Aram Gallery,03/03/1948,1948,1945,1949,"71 East 57th Street, New York, NY","New York, New York",1,"$1,700.00",03/05/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132845_19480303.pdf,PJN01718,,,,,
ACQ210,"Aram Gallery, January 28, 1954 ",NAM0053,Aram Gallery,01/28/1954,1954,1950,1954,"116 East 58 Street, New York, NY","New York, New York",1,"$3,800.00",01/28/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,the invoice was paid on 1/28/54. I modified the final date,52C1_132845_19540128.pdf,PJN01719,,,,,
ACQ212,"Ars Antiqua Inc., April 5, 1949 ",NAM0057,Ars Antiqua Inc.,04/04/1950,1950,1950,1954,"32 East 57th Street, New York, NY","New York, New York",4,"$12,000.00",05/03/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132847_19500404.pdf,PJN01722;PJN01723;PJN01724;PJN01731,,,,,
ACQ214,"Arnaud, Edouard, September 22, 1941 ",NAM0056,Arnaud,09/22/1941,1941,1940,1944,"125 East 50th Street, New York, NY","New York, New York",1,"$12,000.00",10/08/1941,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132846_19410922.pdf,PJN01732,,,,,
ACQ215,"Ball, A. R., January 28, 1952 ",NAM0073,Ball,01/28/1952,1952,1950,1954,"30 West 54th Street, New York, NY","New York, New York",2,"$15,000.00",01/31/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,a pencil note with the title for K1881.,52C1_132850_19520128.pdf,PJN01733;PJN01734,,,,,
ACQ216,"G. Bellesi, Ltd., July 14, 1936 ",NAM0103,G. Bellesi,07/14/1936,1936,1935,1939,"2 and 3 Duke Street, London, England","London, England",2,"$5,850.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132851_19360714.pdf,PJN01735;PJN01736,,,,,
ACQ217,"Bloch, Vitale, March 19, 1952 ",NAM0135,Bloch,03/19/1952,1952,1950,1954,"14 Rue de l'Abbaye, Paris, France","Paris, France",1,"$15,000.00",03/26/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132853_19520319.pdf,PJN01738,,,,,
ACQ218,"Blumka Gallery, January 20, 1954 ",NAM0136,Blumka Gallery,01/20/1954,1954,1950,1954,"115 East 57th Street, New York, NY","New York, New York",1,"$7,000.00",01/26/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"shipped to Seattle, WA, no city sale taxfrom Count Trivulzio",52C1_132854_19540120.pdf,PJN01739,,,,,
ACQ219,"Bogdanovich, Borislav, June 18, 1953 ",NAM0141,Bogdanovich,06/18/1953,1953,1950,1954,"175 Riverside Drive, New York, NY","New York, New York",1,"$6,000.00",07/01/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,"Purchased from Bogdanovich as agent for dealer Jean Neger, Paris, France.",,52C1_132855_19530618.pdf,PJN01740,,,,,
ACQ220,"[Le Bouhelec], May 25, 1938 ",NAM0161,[Le Bouhelec],05/25/1938,1938,1935,1939,"29 Rue Jacob, Paris, France","Paris, France",1,"$2,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132856_19380525.pdf,PJN01741,,,,,
ACQ221,"Brentano, Arthur, Jr., July 22, 1947 ",NAM0170,Brentano,07/22/1947,1947,1945,1949,"157 Harrison Street, East Orange, NJ","East Orange, New Jersey",1,"$2,500.00",08/07/1947,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132857_19470722.pdf,PJN01742,,,,,
ACQ222,"Gallerie Cailleux, December 4, 1953 ",NAM0195,Gallerie Cailleux,12/04/1953,1953,1950,1954,"136 Rue du Faubourg Saint-Honoré, Paris, France","Paris, France",1,"$36,000.00",02/09/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Original price of 15,000,000 francs crossed out on invoiceNote: Il a ete acquisi en 1947 de Mr. Mathisshipment and insurance correspondence, December-February 1953",52C1_132858_19531204.pdf,PJN01743,,,,,
ACQ223,"Gallerie Cailleux, April 21, 1956 ",NAM0195,Gallerie Cailleux,04/21/1956,1956,1955,1959,"136 Rue du Faubourg Saint-Honoré, Paris, France","Paris, France",1,"$12,000.00",05/03/1956,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"No official invoice, only correspondenceKress memoranda, May 1, 1956",52C1_132858_19560421.pdf,PJN01744,,,,,
ACQ224,"Casa Antiquaria, December 18, 1954 ",NAM0222,Casa Antiquaria,12/18/1954,1954,1950,1954,"42 Lungarno Corsini, Florence, Italy","Florence, Italy",5,"$18,764.93",11/29/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,provenance information regarding the objects are given by Casa Antiquaria: K206 'pervenutoci da Luigi Fanani di firenze il 26/01/1948'. K2079: pervenutoci dal conte Manasse di Siena il 28 December 1953K 2081-2082 'pervenutici da sig. Beccarelli di Firenze il 16 June 1950K2080: pevenutaci da contessa cenami di Lucca ol 27 June 1942'.Correspondence,52C1_132859_19541218.pdf,PJN01745;PJN01746;PJN01747;PJN01748;PJN01749,,,,,
ACQ225,"Central Picture Galleries, March 13, 1948 ",NAM0237,Central Picture Galleries,03/13/1948,1948,1945,1949,"624 Madison Avenue, New York, NY","New York, New York",1,"$1,500.00",03/17/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132861_19480313.pdf,PJN01750,,,,,
ACQ226,"Dedalo Art Gallery, February 9, 1952 ",NAM0305,Dedalo Art Gallery,02/09/1952,1952,1950,1954,"39 East 51st Street, New York, NY","New York, New York",1,"$50,000.00",02/15/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132869_19520209.pdf,PJN01751,,,,,
ACQ227,"Dedalo Art Gallery, May 21, 1952 [1]",NAM0305,Dedalo Art Gallery,05/21/1952,1952,1950,1954,"39 East 51st Street, New York, NY","New York, New York",1,"$40,000.00",07/02/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,CorrespondenceSingle check paid for K1929 and K1930,52C1_132869_19520521_01.pdf,PJN01753,,,,,
ACQ228,"Dedalo Art Gallery, May 21, 1952 [2]",NAM0305,Dedalo Art Gallery,05/21/1952,1952,1950,1954,"39 East 51st Street, New York, NY","New York, New York",1,"$9,000.00",07/02/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,CorrespondenceSingle check paid for K1929 and K1930,52C1_132869_19520521_02.pdf,PJN01754,,,,,
ACQ229,"Durlacher Bros., May 19, 1948 ",NAM0344,Durlacher Bros.,05/19/1948,1948,1945,1949,"New York, NY","New York, New York",8,"$23,000.00",05/21/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Letter with object information and asking prices,52C1_132874_19480519.pdf,PJN01755;PJN01756;PJN01757;PJN01758;PJN01759;PJN01760;PJN01761;PJN01763,,,,,
ACQ230,"Forti, Vittorio, January 2, 1954 ",NAM0402,Forti,01/02/1954,1954,1950,1954,"102 Via Panama, Rome, Italy","Rome, Italy",1,"$1,771.65",02/04/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Total price includes exportation duty, insurance, freight, postage, packing, and telegrams.invoiced to the Foundation",52C1_132878_19540102.pdf,PJN01764,,,,,
ACQ231,"French & Company, July 24, 1945 ",NAM0416,French & Company,07/24/1945,1945,1945,1949,"New York, NY","New York, New York",1,"$27,000.00",08/01/1945,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132879_19450724.pdf,PJN01765,,,,,
ACQ232,"French & Company, December 7, 1949 ",NAM0416,French & Company,12/07/1949,1949,1945,1949,"New York, NY","New York, New York",11,"$300,000.00",12/12/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the FoundationLetter regarding delivery and insurance.,52C1_132879_19491207.pdf,PJN01766;PJN01767;PJN01768;PJN01769;PJN01770;PJN01771;PJN01772;PJN01773;PJN01774;PJN01775;PJN01776,,,,,
ACQ233,"French & Company, October 23, 1951 ",NAM0416,French & Company,10/23/1951,1951,1950,1954,"New York, NY","New York, New York",4,"$100,000.00",10/23/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132879_19511023.pdf,PJN01777;PJN01778;PJN01779;PJN01780,,,,,
ACQ234,"French & Company, November 23, 1951 ",NAM0416,French & Company,11/23/1951,1951,1950,1954,"New York, NY","New York, New York",1,"$25,000.00",11/26/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132879_19511123.pdf,PJN01781,,,,,
ACQ235,"French & Company, January 24, 1953 ",NAM0416,French & Company,01/24/1953,1953,1950,1954,"New York, NY","New York, New York",1,"$6,500.00",02/04/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132879_19530124.pdf,PJN01782,,,,,
ACQ236,"French & Company, September 14, 1954 ",NAM0416,French & Company,09/14/1954,1954,1950,1954,"New York, NY","New York, New York",1,"$7,500.00",09/22/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132879_19540914.pdf,PJN01783,,,,,
ACQ237,"French & Company, February 9, 1955 ",NAM0416,French & Company,02/09/1955,1955,1955,1959,"New York, NY","New York, New York",2,"$41,000.00",01/28/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Two invoices, one without date and with January payment stamp, the other with February date and no payment stamp.invoiced to the Foundation. confirm the note",52C1_132879_19550209.pdf,PJN01784;PJN01785,,,,,
ACQ238,"French & Company, June 20, 1956 ",NAM0416,French & Company,06/20/1956,1956,1955,1959,"New York, NY","New York, New York",12,"$140,000.00",01/25/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the FoundationCorrespondence related to restoration,52C1_132879_19560620.pdf,PJN01786;PJN01787;PJN01788;PJN01789;PJN01790;PJN01791;PJN01792;PJN01793;PJN01794;PJN01795;PJN01796;PJN01797,,,,,
ACQ239,"French & Company, December 31, 1956 ",NAM0416,French & Company,12/31/1956,1956,1955,1959,"New York, NY","New York, New York",1,"$17,300.00",06/05/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132879_19561231.pdf,PJN01798,,,,,
ACQ240,"Furst, Ludwig, April 6, 1949 ",NAM0427,Furst,04/06/1949,1949,1945,1949,"New York, NY","New York, New York",1,"$2,000.00",04/11/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132881_19490406.pdf,PJN01799,,,,,
ACQ241,"Furst, Ludwig, April 27, 1950 ",NAM0427,Furst,04/27/1950,1950,1950,1954,"New York, NY","New York, New York",1,"$2,500.00",05/08/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132881_19500427.pdf,PJN01800,,,,,
ACQ242,"Jacob Hirsch, April 24, 1944 ",NAM0534,Jacob Hirsch,04/24/1944,1944,1940,1944,"New York, NY","New York, New York",1,"$37,000.00",05/09/1944,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132885_19440424.pdf,PJN01801,,,,,
ACQ243,"Jacob Hirsch, February 8, 1955 ",NAM0534,Jacob Hirsch,02/08/1955,1955,1955,1959,"New York, NY","New York, New York",1,"$8,000.00",02/11/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132885_19550208.pdf,PJN01802,,,,,
ACQ244,"Jacob Hirsch, March 27, 1952 ",NAM0534,Jacob Hirsch,03/27/1952,1952,1950,1954,"New York, NY","New York, New York",2,"$16,000.00",03/27/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132885_19520327.pdf,PJN01803;PJN01804,,,,,
ACQ246,"Stephens, Jean Johnson, January 18, 1947 ",NAM1138,Stephens,01/18/1947,1947,1945,1949,"Los Angeles, CA","Los Angeles, California",1,"$85,000.00",01/18/1947,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundationmemorandum,52C1_132930_19470118.pdf,PJN01806,,,,,
ACQ247,"F. Kleinberger Galleries, June 23, 1953 ",NAM0590,F. Kleinberger Galleries,06/23/1953,1953,1950,1954,"New York, NY","New York, New York",3,"$16,000.00",07/01/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132889_19530623.pdf,PJN01808;PJN01809;PJN02060,,,,,
ACQ248,"Kusterer, Herman, March 29, 1941 ",NAM0603,Kusterer,03/29/1941,1941,1940,1944,,,1,"$1,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132899_19410329.pdf,PJN01810,,,,,
ACQ249,"Lebel, Robert, February 6, 1952 ",NAM0620,Lebel,02/06/1952,1952,1950,1954,"New York, NY","New York, New York",1,"$17,500.00",02/06/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132900_19520206.pdf,PJN01811,,,,,
ACQ250,"Lehman, Robert, September 15, 1943 ",NAM0622,Lehman,09/15/1943,1943,1940,1944,"New York, NY","New York, New York",3,"$250,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"invoiced to the FoundationAffidavit, correspondence",52C1_132901_19430915.pdf,PJN01812;PJN01813;PJN01814,,,,,
ACQ251,"International Financing Co., November 30, 1956 ",NAM0551,International Financing Co.,11/30/1956,1956,1955,1959,"270 Park Avenue, New York, NY","New York, New York",22,"$630,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,Payment made c/o Mr. Renzo Rava,Four Giovenone paintings listed as a single painting on invoice.,52C1_132887_19561130.pdf,PJN01815;PJN01816;PJN01817;PJN01818;PJN01819;PJN01820;PJN01821;PJN01822;PJN01823;PJN01824;PJN01825;PJN01826;PJN01827;PJN01828;PJN01829;PJN01830;PJN01831;PJN01832;PJN01833;PJN01850;PJN01852;PJN01853,,,,,
ACQ252,"Podgoursky, Ivan N., Count, May 3, 1948 ",NAM0955,Podgoursky,05/03/1948,1948,1945,1949,"New York, NY","New York, New York",1,"$9,000.00",05/04/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132915_19480503.pdf,PJN01834,,,,,
ACQ253,"Arnold Seligmann & Co., July 26, 1945 ",NAM1083,Arnold Seligmann & Co.,07/26/1945,1945,1945,1949,"11 East 52nd Street, New York, NY","New York, New York",2,"$8,500.00",08/01/1945,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132923_19450726.pdf,PJN01835;PJN01836,,,,,
ACQ254,"Sixtina Art Gallery, April 6, 1949 ",NAM1107,Sixtina Art Gallery,04/06/1949,1949,1945,1949,"730 Fifth Avenue, New York, NY","New York, New York",1,$500.00,04/11/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132928_19490406.pdf,PJN01837,,,,,
ACQ255,"Sestieri, Ettore [via Gabriel Sonnino], February 6, 1952 ",NAM1087,Sestieri,02/06/1952,1952,1950,1954,"Rome, Italy","Rome, Italy",1,"$5,000.00",02/06/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,no folder labeled Sestieri is filed in Series 1.7b Dealers' the Kress Archive. the invoiced is filed under Sonnino,52C1_132929_19520206.pdf,PJN01838,,,,,
ACQ256,"Sestieri, Ettore [via Gabriel Sonnino], January 15, 1951 ",NAM1087,Sestieri,01/15/1951,1951,1950,1954,"New York, NY","New York, New York",1,"$5,000.00",02/28/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,no folder labeled Sestieri is filed in Series 1.7b Dealers' the Kress Archive. the invoiced is filed under Sonnino,52C1_132929_19510115.pdf,PJN01839,,,,,
ACQ257,"Sestieri, Ettore [via Gabriel Sonnino], April 25, 1950 ",NAM1087,Sestieri,04/25/1950,1950,1950,1954,"New York, NY","New York, New York",1,"$4,000.00",04/27/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,no folder labeled Sestieri is filed in Series 1.7b Dealers' the Kress Archive.,52C1_132929_19500425.pdf,PJN01840,,,,,
ACQ258,"Tucher, Hans Christopher, Baron, October 4, 1950 ",NAM1180,Tucher,10/04/1950,1950,1950,1954,"New York, NY","New York, New York",3,"$18,000.00",10/04/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132932_19501004.pdf,PJN01841;PJN01842;PJN01843,,,,,
ACQ259,"Van Diemen-Lilienfeld Galleries, April 22, 1950 ",NAM1199,Van Diemen-Lilienfeld Galleries,04/22/1950,1950,1950,1954,"21 East 57th Street, New York, NY","New York, New York",1,"$4,000.00",05/10/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132933_19500422.pdf,PJN01844,,,,,
ACQ261,"Van Diemen-Lilienfeld Galleries, April 25, 1950 ",NAM1199,Van Diemen-Lilienfeld Galleries,04/25/1950,1950,1950,1954,"21 East 57th Street, New York, NY","New York, New York",1,"$75,000.00",04/27/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132933_19500425.pdf,PJN01846,,,,,
ACQ262,"Ars Antiqua Inc., April 4, 1950 ",NAM0057,Ars Antiqua Inc.,04/05/1949,1949,1945,1949,"32 East 57th Street, New York, NY","New York, New York",3,"$6,000.00",04/11/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"The document dated 3/28/1949 mentioned in the additional documents field is not an invoice. It is a memorandum for a work on consignment. The work in question is the Strozzi K1640 proposed for USD 4,500. the painting was bought in 5 April 1949 for USD 3,000 together with k1639 and K1641.Prior invoice for purchase of Strozzi's St. Caterina 3/28/1949, not paid",52C1_132847_19490405.pdf,PJN01847;PJN01848;PJN01849,,,,,
ACQ263,"Platt, Dan Fellows [estate of], March 17, 1939 ",NAM0953,Platt,03/17/1939,1939,1935,1939,,,20,"$15,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,"Purchase via trustee of estate, Ethel Bliss Platt.","Invoice for 8 works missing. Letters by Samuel H. Kress (3/17/1939) and Ethel Bliss Platt (3/22/39) state that SHK paid $15,000 for 20 paintings on 3/17/1939.  However only 12 works (K1162-1170, totaling $10,000) are identified on a 3/17/1939 invoice created by SHK.  The Phaidon Catalog confirms that an additional 8 works K551-554, K557, K559, K1283, and K1284) were also acquired from Platt in 1939, thus it is inferred that these works were also bought on March 17 for a total of $5,000.",52C1_132914_19390317.pdf,PJN01866;PJN01867;PJN01868;PJN01869;PJN01870;PJN01871;PJN01873;PJN01874;PJN01875;PJN01876;PJN01877;PJN01878;PJN02067;PJN02068;PJN02069;PJN02070;PJN02072;PJN02073;PJN02075;PJN02076,,,,,
ACQ264,"Duveen Brothers, February 18, 1957 ",NAM0345,Duveen Brothers,02/18/1957,1957,1955,1959,"New York, NY","New York, New York",5,"$350,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132875_19570218.pdf,PJN01879;PJN01880;PJN01881;PJN01882;PJN02059,,,,,
