Master Acq Object Join Data : Table 1

AcqObjJoin_ID,AcqObjJoin_Type,AcqObjJoin_PriceUSD,AcqObjJoin_CreditUSD,AcqObjJoin_ReturnUSD,AcqObjJoin_Attribution,AcqObjJoin_AttributionArtistNameID,AcqObjJoin_InternalNote,AcqObjJoin_RelatedObjectID,AcqObjJoin_RelatedAcquisitionID,
PJN02123,Purchase,"$10,500.00",,,Acquired as Madonna and Child in fruit frame by School of della Robbia,NAM0039,,5477,ACQ112,
PJN02125,Purchase,"$14,400.00",,,Acquired as Gold Cassone with Base,NAM0039,,5647,ACQ112,
PJN02127,Return,,,"$30,500.00",Acquired as Florentine Madonna ,NAM0039,,3597,ACQ113,
PJN02128,Return,,,"$21,500.00","Acquired as The Coronation of the Virgin by Andrea di Cione, called Orcagna, follower of",NAM0884,,3598,ACQ113,
PJN02133,Purchase,"$110,000.00",,,"Acquired as Portrait of Boy by Piero di Cosimo, or from the surrounding of Verrocchio",NAM0941,,5657,ACQ117,
PJN02134,Return,,,"$110,000.00","Acquired as Portrait of Boy by Piero di Cosimo, or from the surrounding of Verrocchio",NAM0941,,5657,ACQ118,
PJN02136,Purchase,"$12,000.00",,,Acquired as A Landscape by Hubert Robert,NAM1015,,5659,ACQ115,
PJN02137,Credit,,"$20,000.00",,Acquired as St. John the Baptist by Niccolò da Varallo Circle,NAM0860,,3071,ACQ280,
PJN02139,Purchase,,,,Acquired as Saint by School of Loranzo Monaco,NAM0039,"K66 and K67 purchased together as 35 and 39 for $4,000.",3600,ACQ204,
PJN02140,Purchase,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,"K66 and K67 purchased together as 35 and 39 for $4,000.",3601,ACQ204,
PJN02141,Return,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,K66 and K67 returned together as 35 and 39 for $4000.,3600,ACQ113,
PJN02142,Return,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,K66 and K67 returned together as 35 and 39 for $4000.,3601,ACQ113,
PJN02143,Purchase,$500.00,,,Acquired as Portrait of Girl by Henry Peters Gray,NAM1335,,5660,ACQ116,
PJN02144,Purchase,"$7,500.00",,,"Acquired as Small Chest, Umbrian by Umbrian",NAM0039,,5661,ACQ116,
PJN02145,Purchase,,,,Acquired as Green velvet cope,NAM0039,"Ve-a7 and Ve-a8 purchased together for $10,000.",5662,ACQ116,
PJN02146,Purchase,,,,Acquired as Green velvet cope ,NAM0039,"Ve-a7 and Ve-a8 purchased together for $10,000.",5663,ACQ116,
PJN02147,Purchase,"$15,000.00",,,Acquired as Madonna and Child by Francesco del Cossa,NAM0276,,5664,ACQ116,
PJN02148,Purchase,"$15,000.00",,,Acquired as L'Amour Moissoneur by François Boucher,NAM0162,,5665,ACQ116,
PJN02149,Purchase,"$20,000.00",,,"Acquired as Madonna, Child, and Donor by Flemish Master",NAM0039,,5666,ACQ116,
PJN02150,Return,,,"$10,800.00","Acquired as Exterior Scene With Personages by Bernardo Belotti, ""Canelletto""",NAM0110,,5649,ACQ118,
PJN02151,Credit,,"$20,000.00",,Acquired as Madonna and Child by Cosimo Rosselli,NAM1032,,3557,ACQ118,
PJN02152,Credit,,"$3,000.00",,,,,5478,ACQ118,
PJN02153,Credit,,,,Acquired as Madonna and Child with Donor by Rhenish School,NAM0039,"K6A and K6B collectively credited $2,000.",3603,ACQ118,
PJN02154,Credit,,,,Acquired as Madonna and Child with Donor by Rhenish School ,NAM0039,"6A and 6B collectively credited $2,000.",3604,ACQ118,
PJN02156,Purchase,"$11,000.00",,,Acquired as Portrait of a Girl as Venus (Fornarina) by Giulio Romano,NAM1405,,5667,ACQ118,
PJN02157,Return,,,"$11,000.00",Acquired as Portrait of Girl as Venus (Fornarina) by Giulio Romano,NAM1405,,5667,ACQ123,
PJN02158,Purchase,"$20,000.00",,,Acquired as Venus and Cupids by François Boucher,NAM0162,,5668,ACQ118,
PJN02160,Purchase,"$7,000.00",,,Acquired as Profane Scene by Domenico Beccafumi,NAM0097,,5670,ACQ119,
PJN02161,Return,,,"$7,000.00",Acquired as Profane Scene by Domenico Beccafumi,NAM0097,,5670,ACQ123,
PJN02162,Return,,,,Acquired as Landscape by Venetian School,NAM0039,"K50 and K51 returned together for $5,000.",3528,ACQ123,
PJN02163,Return,,,,Acquired as Landscape by Venetian School,NAM0039,"K50 and K51 returned together for $5,000.",3534,ACQ123,
PJN02164,Purchase,"$29,000.00",,,Acquired as Madonna and Child by Jacobo Sansovino,NAM1061,,3658,ACQ114,
PJN02165,Purchase,"$10,000.00",,,Acquired as Madonna and Child by Master of the Piccolomini Madonna,NAM1374,,3660,ACQ120,
PJN02167,Purchase,"$40,000.00",,,"Acquired as Gilt and Walnut Cassone, from the Barberini Palace, Rome by ",NAM0039,,5672,ACQ120,
PJN02169,Purchase,"$3,000.00",,,Acquired as Cupids Disarming Sleeping Nymphs by G. B. Crespi,NAM0284,,634,ACQ120,
PJN02170,Purchase,,,,Acquired as Landscape by French School,NAM0039,"130 and 131 purchased together for $4,000",5675,ACQ120,
PJN02171,Purchase,,,,Acquired as Landscape by French School,NAM0039,"130 and 131 purchased together for $4,000",5676,ACQ120,
PJN02172,Return,,,"$7,000.00",Acquired as Madonna and Child with St. Joseph by Lorenzo Lotto,NAM0660,,5493,ACQ123,
PJN02173,Credit,,"$3,500.00",,Acquired as Two Saints by Falconetto,NAM0366,,2714,ACQ280,
PJN02174,Credit,,"$1,000.00",,Acquired as Madonna and Child by Girolamo Romanino,NAM1025,,2573,ACQ280,
PJN02176,Credit,,"$5,000.00",,Acquired as Portrait of a Warrior by Marco Basaiti,NAM0085,Provided can supply 4 opinions on Basaiti.,2758,ACQ280,
PJN02177,Return,,,"$3,000.00",Acquired as Hunting Scene by Giuseppe Maria Crespi,NAM0284,,634,ACQ123,
PJN02178,Return,,,,Acquired as Landscape by French School,NAM0039,"130 and 131 returned together for $4,000.",5675,ACQ123,
PJN02179,Return,,,,Acquired as Landscape by French School,NAM0039,"130 and 131 returned together for $4,000.",5676,ACQ123,
PJN02180,Credit,,"$1,250.00",,Acquired as Portrait of an Admiral by Dutch School,NAM0039,Provided can supply attribution on preceding,5494,ACQ280,
PJN02182,Credit,,"$5,500.00",,Acquired as Portrait of a Boy by Il Bronzino,NAM0020,"Full credit given, but note on Contini bill of sale 9/13/1931 indicates the work was retained by Kress for advance payment.",2756,ACQ123,
PJN02183,Purchase,"$20,000.00",,,"Acquired as Madonna, Child, Saints, etc. by Bernardino Luini",NAM0668,,5677,ACQ121,
PJN02184,Purchase,"$25,000.00",,,Acquired as Marble Bust of Girl in Oval Frame by Pierino da Vinci ,NAM1396,,3661,ACQ121,
PJN02185,Purchase,"$3,500.00",,,Acquired as Urbino Vase with Strozzi Coat of Arms by ,NAM0039,,5678,ACQ121,
PJN02186,Purchase,"$12,000.00",,,Acquired as Predella by Allegretto Nuzi,NAM0015,,5679,ACQ121,
PJN02187,Return,,,"$20,000.00","Acquired as Madonna, Child, Saints, etc. by Bernardino Luini",NAM0668,,5677,ACQ280,
PJN02188,Return,,,"$12,000.00",Acquired as Predella by Allegretto Nuzi,NAM0015,,5679,ACQ280,
PJN02189,Credit,,"$5,000.00",,"Acquired as Tobit Blessing His Son, Tobias, Accompanied by Archangel Raphael by Angelo Puccinelli",NAM0983,,2848,ACQ280,
PJN02190,Purchase,"$15,000.00",,,Acquired as Crucifixion by Peter Paul Rubens,NAM1038,,5680,ACQ122,
PJN02191,Credit,,,,Acquired as Saint by Domenico di Michelino,NAM0326,"K158 and K159 credited $5,000 together.",2887,ACQ280,
PJN02192,Credit,,,,Acquired as Saint by Domenico di Michelino,NAM0326,"K158 and K159 credited $5,000 together.",2898,ACQ280,
PJN02193,Purchase,"$10,000.00",,,,,,6173,ACQ123,
PJN02194,Purchase,"$6,000.00",,,"Acquired as Four Saints, full length, with Angels Above by Rossello di Jacopo Franchi",NAM1034,,5682,ACQ123,
PJN02195,Purchase,"$5,000.00",,,Acquired as Madonna and Child by Master of Castello Nativity,NAM1368,,5683,ACQ123,
PJN02196,Purchase,"$6,000.00",,,"Acquired as Saint Phillip preaching by Master of the Louvre Annunciation, Ligurian - Lombard",NAM0744,,5684,ACQ123,
PJN02197,Return,,,"$6,000.00","Acquired as Four Saints, full length, with Angels Above by Rossello di Jacopo Franchi",NAM1034,"Work was never delivered to Kress, price refunded.",5682,ACQ280,
PJN02198,Credit,,,,Acquired as Two Male Saints by Turino Vanni,NAM1419,"K176 and K177 credited $7,500 together.",3024,ACQ280,
PJN02199,Credit,,,,Acquired as Two Saints by Turino Vanni,NAM1419,"K176 and K177 credited $7,500 together.",3038,ACQ280,
PJN02200,Credit,,"$5,250.00",,Acquired as Predella with Two Saints by Bernardino Fungai,NAM0426,,2582,ACQ280,
PJN02201,Credit,,"$3,000.00",,Acquired as St. Jerome by Moretto da Brescia,NAM0822,On condition that Count supplies a book where it's pulished as a de Brescia,3138,ACQ280,
PJN02202,Credit,,"$6,000.00",,Acquired as Portrait of a Bearded Man by Francesco de' Rossi (Salviati),NAM1053,,3128,ACQ280,
PJN02203,Return,,,"$6,000.00","Acquired as Saint Phillip preaching by Master of the Louvre Annunciation, Ligurian - Lombard",NAM0744,,5684,ACQ280,
PJN02204,Purchase,"$8,000.00",,,Acquired as Cassone Front by Rossello di Jacopo Franchi,NAM1034,,2966,ACQ123,
PJN02205,Credit,,"$4,500.00",,Acquired as Cassone Front by Rossello di Jacopo Franchi,NAM1034,,2966,ACQ280,
PJN02206,Credit,,"$5,000.00",,Acquired as The Mystic Marriage of Saint Catherine by Correggio,NAM0275,,2247,ACQ127,
PJN02207,Purchase,"$7,500.00",,,"Acquired as Portrait of a Young Man by Giuseppe Ghislandi, called Fra Vittore or Fra Galgario",NAM0457,,1717,ACQ125,
PJN02208,Purchase,"$2,750.00",,,Acquired as Portrait of a Man with a Black Cap by Francesco Salviati,NAM1053,,5685,ACQ125,
PJN02209,Purchase,"$20,000.00",,,Acquired as Portrait of a Boy by Vittore Carpaccio,NAM0215,,5686,ACQ125,
PJN02210,Credit,,"$1,250.00",,Acquired as Predella by Martino di Bartolomeo,NAM0700,,2602,ACQ280,
PJN02211,Credit,,"$4,000.00",,"Acquired as Cassone Front by Ferrarese School, about 1473",NAM0372,"To replace 103 on bill 7/16/1930, which was not delivered.",2538,ACQ280,
PJN02212,Credit,,"$5,000.00",,Acquired as Nativity by Francesco Bassano ,NAM0087,,2554,ACQ280,
PJN02213,Credit,,"$1,500.00",,"Acquired as St. Jerome by North Italian School, 1500",NAM0874,,2583,ACQ280,
PJN02214,Credit,,"$2,000.00",,Acquired as Ruins with Figures by Marco and Sebastiano Ricci,NAM1001,,2617,ACQ280,
PJN02215,Credit,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,"K66 and K67 credited together for $1,000.",3600,ACQ280,
PJN02216,Credit,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,"K66 and K67 credited together for $1,000.",3601,ACQ280,
PJN02217,Credit,,"$5,000.00",,Acquired as Crucifixion by Baronzio,NAM0081,On the condition it will be published by Berenson.,3395,ACQ280,
PJN02218,Purchase,,,,"Acquired as Vase, Umbrian",NAM0039,V-62 and V-63 purchased together for $2500.,5687,ACQ127,
PJN02219,Purchase,,,,"Acquired as Vase, Umbrian",NAM0039,V-62 and V-63 purchased together for $2500.,5688,ACQ127,
PJN02220,Purchase,"$7,000.00",,,"Acquired as Green velvet cope, Florentine",NAM0039,,5689,ACQ127,
PJN02221,Purchase,"$26,000.00",,,Acquired as A Gentleman in Adoration before the Madonna by Giovanni Battista Moroni,NAM0827,,44,ACQ281,
PJN02222,Purchase,"$55,000.00",,,Acquired as Madonna and Child by Francesco del Cossa,NAM0276,,1359,ACQ281,
PJN02223,Purchase,"$1,951.56",,,Acquired as Charitable Ladies by Hubert Robert,NAM1015,,477,ACQ281,
PJN02225,Purchase,"$2,250.00",,,Acquired as Watercolor by Hubert Robert,NAM1015,,1785,ACQ281,
PJN02227,Purchase,"$3,000.00",,,Acquired as Portrait of a Boy by Vittore Ghislandi,NAM0457,,5691,ACQ203,
PJN02228,Purchase,"$7,000.00",,,Acquired as Portrait of a Solomon by Gentile Bellini,NAM0106,,5692,ACQ203,
PJN02232,Return,,,"$20,000.00",Acquired as Portrait of a Boy by Vittore Carpaccio,NAM0215,,5686,ACQ132,
PJN02233,Return,,,"$4,000.00",Acquired as Portrait of a woman by Lorenzo Lotto,NAM0660,,3685,ACQ132,
PJN02234,Return,,,"$15,000.00",,,,5664,ACQ132,
PJN02235,Credit,,"$10,000.00",,Acquired as El Pelele by Francisco José de Goya y Lucientes,NAM0493,,3358,ACQ132,
PJN02236,Credit,,"$5,000.00",,Acquired as Predella by Andrea Vanni,NAM1202,,3361,ACQ132,
PJN02237,Credit,,"$5,000.00",,Acquired as The Crucifixion and Two Saints by Pesellino,NAM0930,,2127,ACQ132,
PJN02238,Credit,,"$5,000.00",,Acquired as L'Amour Moissoneur by François Boucher,NAM0162,,5665,ACQ132,
PJN02239,Purchase,,,,Acquired as Deruta Vase with Handles,NAM0039,V-64 and V-65 purchased together for 90.000 Lire.,5693,ACQ137,
PJN02240,Purchase,,,,Acquired as Deruta Vase with Handles ,NAM0039,V-64 and V-65 purchased together for 90.000 Lire.,5694,ACQ137,
PJN02242,Purchase,,,,Acquired as Gubbio Vase with Handles,NAM0039,V-66 and V-67 purchased together for 35.000 Lire.,5695,ACQ137,
PJN02243,Purchase,,,,Acquired as Gubbio Vase with Handles,NAM0039,V-66 and V-67 purchased together for 35.000 Lire.,5696,ACQ137,
PJN02244,Purchase,,,,"Acquired as Caffagiolo Vase, Decantur Shape",NAM0039,V-68 and V-69 purchased together for 20.000 Lire.,5697,ACQ137,
PJN02245,Purchase,,,,"Acquired as Caffagiolo Vase, Decantur Shape",NAM0039,V-68 and V-69 purchased together for 20.000 Lire.,5698,ACQ137,
PJN02246,Purchase,,,,Acquired as Faenza Vase With Handles,NAM0039,V-70 and V-71 purchased together for 15.000 Lire.,5699,ACQ137,
PJN02247,Purchase,,,,Acquired as Faenza Vase With Handles,NAM0039,V-70 and V-71 purchased together for 15.000 Lire.,5700,ACQ137,
PJN02248,Purchase,"$5,200.00",,,Acquired as Deruta Vase Without Handles,NAM0039,Currency Lire,5701,ACQ137,
PJN02249,Purchase,,,,Acquired as Gilded Lecturer,NAM0039,K-158 and K159 purchased together for 210.000 Lire.,5702,ACQ137,
PJN02250,Purchase,,,,Acquired as Gilded Lecturer,NAM0039,K-158 and K159 purchased together for 210.000 Lire.,5703,ACQ137,
PJN02252,Return,,,"$10,000.00",,,,6173,ACQ138,
PJN02254,Credit,,"$5,861.42",,Acquired as Venus and Cupid in a Landscape by Giorgione,NAM0468,,2425,ACQ138,
PJN02255,Credit,,,,Acquired as Madonna and Child with Donor by Rhenish School ,NAM0039,6A and 6B credited $3000 as a pair.,3603,ACQ282,
PJN02256,Credit,,,,Acquired as Madonna and Child with Donor by Rhenish School ,NAM0039,6A and 6B credited $3000 as a pair.,3604,ACQ282,
PJN02257,Credit,,"$10,000.00",,Acquired as Madonna and Child and Two Saints by Moretto da Brescia (Alessandro Bonvicino),NAM0822,,3365,ACQ282,
PJN02258,Credit,,"$2,000.00",,Acquired as Crucifixion by Baronzio,NAM0081,,3395,ACQ282,
PJN02259,Credit,,"$2,000.00",,Acquired as Coronation by Pietro Domenico da Montepulciano,NAM0944,,3583,ACQ282,
PJN02260,Credit,,"$2,000.00",,Acquired as Two Saints by Giov. Baptista (of Milan),NAM0471,,2704,ACQ282,
PJN02262,Credit,,"$1,500.00",,"Acquired as Four Saints, half figures by Spinello Aretino",NAM1127,,3001,ACQ282,
PJN02263,Credit,,"$2,000.00",,Acquired as Two Saints by Giusto de'Menabuoi,NAM0788,,3060,ACQ282,
PJN02264,Credit,,"$1,500.00",,Acquired as Seven Saints by Tuscan Master,NAM0039,,2580,ACQ282,
PJN02265,Credit,,"$1,500.00",,Acquired as Portrait of a Bearded Man by Francesco Salviati (Cecchino Francesco de' Rossi),NAM1053,,3128,ACQ282,
PJN02266,Credit,,"$4,000.00",,Acquired as Madonna and Child by Cosimo Roselli,NAM1032,,2579,ACQ282,
PJN02267,Return,,,"$14,000.00",Acquired as Pietà by Giovanni della Robbia,NAM1011,,1634,ACQ283,
PJN02268,Return,,,"$20,000.00",Acquired as Crucifixion by An Artist of Rimini,NAM1156,,3215,ACQ283,
PJN02269,Return,,,"$3,000.00",Acquired as Portrait of a Boy by Vittore Ghislandi,NAM0457,,5691,ACQ283,
PJN02270,Purchase,,,,Acquired as Inlaid Dantesque Chair With Old Blue Velvet,NAM0039,"K140A and K140 B purchased together for $7,000.",5482,ACQ140,
PJN02271,Purchase,,,,Acquired as Inlaid Dantewque Chair with Old Blue Velvet,NAM0039,"K140A and K140 B purchased together for $7,000.",5483,ACQ140,
PJN02275,Return,,,"$10,000.00",Acquired as Madonna and Child by Sano di Pietro,NAM1059,,5475,ACQ285,
PJN02276,Purchase,"$1,500.00",,,"Acquired as Enameled Vase, Italian or French, 1500",NAM0040,,3666,ACQ143,
PJN02278,Purchase,"$3,000.00",,,"Acquired as Jeweled Renaissance Box, Venetian, 1400",NAM1209,,1598,ACQ143,
PJN02279,Purchase,,,,Acquired as Majolica Head by Andrea della Robbia,NAM1010,"K181 and K182 purchased together for $20,000",3093,ACQ143,
PJN02280,Purchase,,,,Acquired as Majolica Head by Andrea della Robbia,NAM1010,"K181 and K182 purchased together for $20,000",3081,ACQ143,
PJN02281,Purchase,"$8,000.00",,,"Acquired as Diadem and Earrings, Greek",NAM0039,,5706,ACQ143,
PJN02282,Purchase,"$5,000.00",,,"Acquired as Dyptich, North Italian",NAM0039,,5708,ACQ143,
PJN02283,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1002,ACQ143,
PJN02284,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1025,ACQ143,
PJN02285,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1447,ACQ143,
PJN02286,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1790,ACQ143,
PJN02287,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1801,ACQ143,
PJN02288,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1805,ACQ143,
PJN02289,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1815,ACQ143,
PJN02290,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1816,ACQ143,
PJN02291,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1818,ACQ143,
PJN02292,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1844,ACQ143,
PJN02293,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1863,ACQ143,
PJN02294,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1888,ACQ143,
PJN02295,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1890,ACQ143,
PJN02296,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1903,ACQ143,
PJN02297,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2230,ACQ143,
PJN02298,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2288,ACQ143,
PJN02299,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2344,ACQ143,
PJN02300,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",145,ACQ143,
PJN02301,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1000,ACQ143,
PJN02302,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1001,ACQ143,
PJN02303,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1444,ACQ143,
PJN02304,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1806,ACQ143,
PJN02305,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1828,ACQ143,
PJN02306,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1845,ACQ143,
PJN02307,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1868,ACQ143,
PJN02308,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1909,ACQ143,
PJN02309,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1960,ACQ143,
PJN02310,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2122,ACQ143,
PJN02311,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2231,ACQ143,
PJN02312,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2232,ACQ143,
PJN02313,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2255,ACQ143,
PJN02314,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2256,ACQ143,
PJN02315,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2454,ACQ143,
PJN02316,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2455,ACQ143,
PJN02317,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",356,ACQ143,
PJN02318,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",415,ACQ143,
PJN02319,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",521,ACQ143,
PJN02320,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",647,ACQ143,
PJN02321,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1792,ACQ143,
PJN02322,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1803,ACQ143,
PJN02323,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1886,ACQ143,
PJN02324,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1889,ACQ143,
PJN02325,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1904,ACQ143,
PJN02326,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2453,ACQ143,
PJN02327,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",260,ACQ143,
PJN02328,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",619,ACQ143,
PJN02329,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",655,ACQ143,
PJN02330,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",791,ACQ143,
PJN02331,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1026,ACQ143,
PJN02332,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1429,ACQ143,
PJN02333,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",1730,ACQ143,
PJN02334,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2056,ACQ143,
PJN02335,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2257,ACQ143,
PJN02336,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2258,ACQ143,
PJN02337,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",357,ACQ143,
PJN02338,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",509,ACQ143,
PJN02339,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",516,ACQ143,
PJN02340,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",656,ACQ143,
PJN02341,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2013,ACQ143,
PJN02342,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2048,ACQ143,
PJN02343,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2180,ACQ143,
PJN02344,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2233,ACQ143,
PJN02345,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",2259,ACQ143,
PJN02346,Purchase,,,,Acquired as Trivulzio Collection of Nielli,NAM0039,"Part of the Trivulzio Collection of Nielli purchased for $23,000.",460,ACQ143,
